CREL,Trend
0.30293092,1
-0.142887765,-3
0.621132073,-1
0.876403058,-7
0.664628441,-1
0.769387569,-5
0.908346567,-5
0.597908475,3
0.503311863,9
0.827728579,-3
-0.355463585,-3
-0.26730752,-1
0.837638275,5
0.82258211,-5
0.19395708,3
-0.246330383,-3
-0.363573527,-3
-0.294096503,-5
0.198592674,-1
0.076790432,-3
0.688154865,5
0.161904269,5
0.331513846,-1
0.178044542,7
0.69125075,3
0.157018199,5
0.242103088,3
0.510334501,-5
0.28288549,7
0.905165124,-7
0.344418715,3
0.475085608,-1
0.311419623,3
0.438819973,3
0.692670795,1
-0.395541401,5
-0.263190204,5
0.852337225,7
-0.236570498,5
-0.438189637,5
0.866074046,-7
-0.009088253,5
0.70115111,-7
0.734003162,3
0.241675281,-1
0.204390745,5
0.386087306,5
0.274517899,5
0.112407907,3
-0.164237629,3
0.229462702,5
0.302787987,5
0.712797828,-3
0.697810737,-5
0.502252974,-5
-0.066219897,1
-0.219030431,-3
0.228650779,-1
0.723449444,7
0.203112824,5
0.644833577,-1
0.217927918,3
-0.11459287,3
0.717825725,-7
0.935902198,11
0.100333484,-1
0.732200028,3
0.474952176,1
0.591827306,3
0.707236733,7
0.337673551,5
-0.120890415,3
-0.470271755,-11
-0.370326642,-5
0.708252914,5
0.153946997,1
-0.189390726,1
-0.262839922,1
0.83090233,5
0.139015857,3
0.92987296,-7
0.439637867,3
0.955639448,-7
0.401080982,3
0.859590542,-1
0.95965908,-7
0.249884695,-1
0.888157144,-7
0.689763002,-7
0.656675395,-11
0.482415063,3
0.294690927,5
0.351624955,5
-0.046006797,-5
0.540775182,5
0.508818776,-3
0.428850953,3
0.316399605,-1
0.223224203,3
0.275858182,3
0.358609456,3
0.505907594,1
0.604624119,-3
0.596298466,1
0.346714306,3
0.816209527,-5
0.339148389,5
0.476597798,5
-0.146313264,7
0.136513326,5
0.573945333,3
-0.130476892,-3
0.496510893,1
0.793811806,5
0.899743306,5
0.915771771,-5
0.945501309,-9
0.958469758,-9
0.947340779,-7
0.097592497,1
-0.192051662,-1
0.770554743,-1
0.792745171,-7
0.927369082,9
0.656597458,-3
0.544027919,-3
0.267834602,9
0.364717267,-3
0.964947327,9
-0.181704379,-3
0.862746369,-3
0.823683152,9
-0.481371137,-1
0.588417307,-1
0.850667035,-5
0.534658179,-7
0.335016173,3
0.505352189,3
-0.022163264,-1
0.423285705,1
-0.371586277,3
0.859757378,-7
0.872093255,-7
0.921456638,-9
0.845743452,-7
0.867251612,-9
0.614678102,1
0.012445656,-3
0.422241221,1
-0.396874125,1
0.295976577,5
-0.21317938,-7
0.603656346,-1
0.742425283,-5
0.593982853,-5
-0.046773484,-5
0.626147374,5
0.881150818,-7
0.688166319,-5
0.596207419,-5
0.852585163,7
0.619195431,-5
0.92715678,9
0.393628541,-1
0.549143254,-3
-0.151244862,-3
0.930384989,-9
-0.192820578,-5
0.633265365,-7
0.623724418,-5
0.700370362,3
0.451252161,1
0.598385767,3
0.170068235,3
0.733584538,3
-0.245237198,-11
0.352432446,-1
0.83806882,5
0.289133173,-3
-0.145911766,-3
0.782089574,1
0.57460463,-5
-0.299219359,-5
0.598281037,-7
0.694282423,-5
0.655133553,3
0.639522578,5
0.678604531,3
0.406774909,1
0.260827842,9
0.163822507,7
0.375221657,7
0.226021564,7
0.406122677,1
0.254919109,7
0.507547535,9
0.925107022,-5
0.169594489,9
0.903834447,9
0.481921755,5
0.887912976,7
-0.074215012,-1
0.717619675,5
0.301639009,3
0.690921099,3
0.76679823,5
0.528457252,-1
0.556160799,1
0.155887385,5
0.071558271,1
0.128322553,7
0.735727727,-7
0.212941711,-1
0.946776049,11
0.890722291,-7
0.855550931,7
0.945030615,9
0.780881887,3
0.435246265,7
0.318961746,9
0.419625325,11
0.496482134,9
0.23494752,7
0.666629411,3
0.450505664,5
0.970538021,-9
0.88874959,7
0.606839939,-1
0.900744898,9
0.251673975,9
0.230613986,9
0.617243879,5
0.235822786,1
0.411405373,1
0.116745707,1
0.456109447,1
0.494159695,11
0.528357912,11
0.194202265,7
0.353194317,5
0.877377701,-5
0.645268732,1
0.839913102,7
0.439037864,3
-0.256746604,1
0.870869447,3
-0.11656608,3
0.128400563,9
0.445925576,5
0.448175962,5
0.740033472,-1
0.311549337,5
0.329903006,1
0.538897906,9
0.425673575,5
0.499320574,5
0.490253593,7
0.343055013,11
0.397503778,9
0.288948187,5
0.484594914,9
0.430269888,3
0.289316905,5
0.029905118,-1
0.505973313,5
0.477477702,-1
0.495475329,3
0.269360614,3
0.602398191,3
0.514218404,3
0.242764549,3
-0.171445466,1
0.648309088,5
0.619942346,3
0.684933837,3
0.379488674,3
0.210196825,1
0.768164874,5
0.376026034,3
0.33330185,3
0.819601588,3
0.356581749,-1
0.327480188,3
0.123619858,3
0.479357324,5
0.403490415,-1
0.499051221,-3
0.577184654,-3
0.505819808,-1
0.014836823,-1
-0.474366766,-3
-0.126315514,-11
-0.132112262,1
0.895532631,9
0.720403955,7
0.265948591,1
0.566070767,3
0.875537919,5
0.428615589,1
0.940207518,7
-0.405922921,1
0.331662745,-1
0.414626272,9
0.726019675,-5
0.624578723,-3
-0.010655333,1
0.842529026,5
0.858232711,3
0.597860351,3
0.446046958,1
0.696565406,1
0.712913721,-11
0.602894823,1
0.214014878,1
0.639667491,1
0.415436956,1
0.512975931,1
0.579422651,1
0.160077957,-11
0.160838343,-13
0.177773464,-11
0.113498017,-11
0.161088194,-11
0.819472154,-3
0.802995556,-3
0.706674721,-7
0.855139921,-7
0.106791071,-1
-0.216005747,-1
0.462025771,-1
0.303676713,3
0.496783642,5
0.031904758,-3
0.538164136,-1
0.852117063,7
0.648062272,-3
0.949532522,11
-0.632611782,-5
0.815504145,-3
0.48131767,5
-0.586762514,-7
-0.565781327,-5
0.19245116,-5
-0.24473831,-3
-0.112006748,-3
-0.156256236,-3
0.328069584,-5
0.292103072,-5
0.158444726,1
0.303727165,1
0.424726413,1
0.285764915,1
0.303951609,-1
0.78130166,5
0.892455163,7
0.842160604,5
0.110725607,1
0.615108169,-5
0.778564216,5
0.115730312,-1
-0.644560159,1
-0.497774364,-1
-0.5400615,-1
-0.532624924,-3
-0.56081302,-1
0.848231266,3
0.20838352,3
-0.440874938,-1
0.433327435,3
0.18465033,3
0.3297462,3
0.346922554,1
0.689906374,-1
-0.263493724,-1
0.545206822,-1
0.611877571,1
-0.658106998,1
0.731033244,7
0.89497568,7
0.80760688,7
0.960050172,9
0.935715457,9
0.130342899,9
0.951899138,7
0.917973072,7
0.883426686,7
0.271889223,5
0.802242767,5
-0.319917373,5
0.30865321,3
0.287778653,3
0.351191457,5
0.656131006,5
-0.276771221,1
-0.152441553,5
-0.266798277,1
-0.229699199,1
0.801647935,-3
0.118560326,1
0.31323695,3
0.427928552,5
0.897464608,9
0.520389487,-5
0.630712865,5
0.678787849,5
0.1117292,11
-0.168326012,5
0.755666591,-3
0.691431425,5
0.847525601,9
0.224062981,3
0.437369122,3
0.819251328,1
0.224882518,3
-0.255210003,1
0.750809991,-7
0.344197553,3
0.459671,3
0.587455689,5
0.604011059,-3
0.236974778,3
0.81442873,5
0.726687158,5
0.644153281,5
0.411646459,5
0.861629234,7
0.714157191,-5
0.04488782,-1
0.116773212,5
0.402339774,5
-0.126705529,5
0.559514718,-3
-0.291682123,-1
-0.024100308,1
0.406748518,3
-0.330921488,-5
-0.434402188,-3
0.116483412,-3
0.361721919,3
0.449438855,3
0.431693634,3
0.377079312,3
0.234849027,3
-0.480465577,3
0.472478257,3
-0.137186293,-3
-0.26345195,-7
0.861026765,3
0.286870409,1
0.215407847,1
0.161846173,3
0.25979423,3
-0.410497741,1
0.192656402,5
0.704591652,3
-0.500532117,-1
0.104884448,-3
0.908335606,3
-0.019071148,-1
0.710526365,1
0.759109827,11
0.489177342,-3
-0.162486662,-3
0.94763984,9
0.823054815,7
0.575818123,5
0.700929561,-3
0.91767721,-7
0.529666625,1
0.193238809,1
0.403729557,-1
0.546930293,1
0.613039547,1
0.736810255,3
0.798658349,3
0.370799194,3
0.277144814,9
0.136516066,5
0.30931588,5
0.824622194,7
-0.190194427,1
0.161592923,3
0.59724022,7
0.87620719,7
0.731507444,7
0.883446577,9
0.887877806,7
0.677530835,-1
0.891960215,-9
0.935619855,9
0.32235859,7
0.626679961,5
0.293465612,7
0.671076355,1
0.594739975,5
0.09004559,7
0.615855825,5
0.616447622,1
0.820387965,1
0.883305617,-7
0.759547244,-1
0.275285056,5
-0.335993994,-3
0.265808271,-5
0.333822137,-1
0.931126457,5
0.496669398,-1
-0.184123543,3
0.219597667,-1
-0.190093092,1
0.671318536,5
0.447697457,3
0.466804326,5
0.2934258,3
0.636772321,1
0.599473776,1
0.263088395,-1
0.776839633,3
0.18402654,1
-0.28190791,-1
-0.258809683,-1
0.670584949,-3
0.616534007,-3
0.201368396,-1
0.574034647,1
0.730766911,1
0.283452901,1
0.334799155,-1
0.651949216,1
-0.039076983,-3
0.31802272,1
0.420133983,3
0.836430925,5
0.167712622,-1
0.805276397,-1
0.532682905,5
0.833305629,3
0.947306639,13
0.823640223,-3
0.507753619,3
0.359560806,1
0.273511701,3
0.697592579,5
0.418945051,-3
0.228295497,9
0.432666278,1
0.129206525,-1
0.682325653,7
0.621279415,1
0.348626272,3
0.187852889,5
0.815891378,3
0.193344486,7
0.608568986,-3
0.608104499,3
0.134981957,7
0.708743585,-1
0.312963433,-3
0.754711475,1
-0.299319705,1
0.244384531,1
0.691203934,3
0.174095661,1
0.692829422,3
0.346329326,3
0.877851628,-5
0.450765404,-1
0.756800329,5
-0.270204221,-7
0.661410718,3
0.213590958,-1
0.147814775,-1
0.392680638,-1
0.685010192,1
-0.173970172,1
-0.209367329,3
0.170594977,3
0.59851955,-1
0.427526511,3
0.247564737,-7
-0.072762603,-3
0.035521463,-1
0.745373859,5
0.380173382,7
0.821798654,-5
0.803752208,-1
0.139431393,5
0.364021157,3
0.810847144,-3
0.334062635,1
0.890195945,7
0.883330359,-7
0.703222775,5
-0.030586198,-1
0.522487493,9
0.435225087,5
0.857076998,5
0.287868945,-1
-0.166004987,7
-0.108421616,7
0.903275135,7
0.120816796,3
0.72673284,5
0.139549,5
-0.058318795,3
0.425483749,5
0.377972572,5
-0.151235031,3
0.861011758,-13
0.298514701,3
0.003804403,3
0.251979246,3
0.278075614,1
-0.125415053,3
0.261068585,3
0.570535025,7
0.81879894,7
0.753801434,5
0.405117402,5
0.810223073,5
0.300968716,1
0.9040187,5
0.917371692,5
0.69418884,5
0.673225639,5
0.269422286,1
0.237679485,1
0.268548072,5
-0.18692398,3
-0.163027614,3
0.354911625,1
0.449098403,-3
0.278106292,-3
0.818742935,1
0.77192726,1
0.821492076,1
0.85991204,3
0.831503825,3
0.880595565,3
0.658475777,3
0.847869506,3
0.75903614,3
0.869784289,5
0.79204749,3
0.438034475,3
0.285733758,3
0.69763222,1
0.438220227,3
0.899173981,1
0.828894553,3
0.821465264,1
0.859876653,1
0.826613061,3
0.866002753,1
0.788437349,1
0.863714887,5
0.842549649,3
0.855774294,3
0.13420879,5
0.454169884,-1
0.611301002,-1
0.538033162,1
0.319668259,1
0.357669796,3
0.911509465,3
0.84447338,3
0.415705599,3
0.900307516,3
0.162419564,3
0.612256829,1
0.791059545,3
0.434418179,3
0.819928519,1
0.343382227,3
0.526119732,3
0.644169285,5
0.469776347,3
0.953004847,5
0.119701237,7
0.87041499,5
-0.227166107,7
0.112189439,3
0.737361148,5
0.821619375,5
0.263468249,3
0.847224082,5
0.709228852,5
0.315444338,3
0.485742843,1
0.421235619,1
0.339785951,1
0.508579322,-1
-0.129028048,-3
0.540932667,3
0.622840418,3
0.58358502,3
-0.122668984,-3
0.28180555,1
-0.032892029,1
-0.215983258,-3
0.648811278,3
0.795371061,3
0.750501527,3
0.195253343,1
0.472581085,1
0.331896502,1
0.463298024,-1
0.13972969,1
0.691076965,5
-0.304176939,1
0.409306325,1
-0.23999872,1
0.443672707,7
0.379240019,3
0.373164943,3
0.362124084,1
-0.251895762,1
0.16787426,1
0.564539311,3
0.33723151,3
0.643906117,3
-0.05724186,1
0.207415237,-1
0.742196042,3
0.497282281,5
0.613307678,3
0.735979673,3
-0.007618146,1
0.048546679,1
0.636299152,-5
-0.156573388,-5
0.454987274,-3
-0.194789347,-5
0.676538462,-3
0.492525007,-3
-0.375779116,-1
0.347425601,-3
0.549808664,-3
0.744871589,-3
0.777442532,3
0.779747316,5
0.788647587,7
0.813399683,5
-0.370250567,5
-0.303019409,5
-0.301263093,5
-0.338904576,5
0.240460093,3
0.283012336,3
0.163047301,3
0.165302715,3
0.151816233,3
0.183459259,5
-0.111798705,3
-0.15996324,3
0.19131979,3
0.195020136,3
0.575111035,5
0.367473495,7
0.360720471,3
0.482313041,5
0.104749516,5
0.628123516,3
0.502536453,1
0.540352741,-1
0.573585203,-1
0.479648303,-3
0.384669517,1
0.203959046,-1
0.542581031,1
0.460768566,3
0.480602712,5
0.868131439,5
0.501534632,7
0.593911314,7
0.694601824,3
0.871082541,5
0.700242282,5
0.460039045,3
0.239709908,3
0.249592248,3
0.209236259,1
0.100972489,1
-0.205012503,3
-0.221441149,3
0.579064997,-7
0.771644565,-5
0.634956723,-1
0.693763242,-3
0.251875605,3
0.727518631,3
0.239287645,3
0.868698665,-9
0.565862973,5
0.329708916,7
0.410086561,7
0.301947712,7
-0.179048045,5
0.174797055,-13
0.502948199,1
0.16578028,-11
0.111285202,-11
0.885698982,-7
0.463636558,5
0.128550801,7
-0.285095707,-1
-0.267363067,-1
0.440348384,5
0.143591344,5
0.632599187,-3
0.437430099,3
0.360726116,3
0.647158788,-3
0.622700782,-5
0.699089946,7
0.572980798,7
0.739514729,5
-0.126230227,1
0.509583009,3
-0.250725218,3
0.61820026,7
0.837626665,7
0.115931007,7
0.169024897,5
0.508877421,3
0.275253651,1
0.61879632,1
0.724475423,-1
0.221625528,1
0.204386132,-1
0.459502713,3
0.430721997,3
0.428230195,5
0.127436457,3
0.220044389,-1
0.592782001,1
0.345113864,3
0.374347576,-5
0.005164755,-3
0.475949987,-1
0.462169238,3
0.754141037,-1
-0.214364896,-7
0.367852448,3
0.267676781,3
0.409958005,1
-0.290877921,-1
-0.406567913,-13
0.674257577,1
0.33580986,3
0.766357126,-3
-0.309583776,3
0.816370548,1
0.947165875,11
-0.13144732,1
0.745029747,5
0.646911928,3
0.584306231,1
0.669544395,3
-0.625661528,9
-0.130674669,-5
0.198198359,1
0.548282863,1
0.538942899,1
-0.367362636,1
0.821402334,-5
